Location	Date	Ring	Species	Age	Sex confirmed	Sex suspected	Tar (mm)	Wing (mm)	Weight (g)	N/R	Pit	Pit_code	Observer ID	Adult/Nestling	Box_Number
	19/05/2017	B4R7209	BLUTI	1					11.2	N	0110179170	1		N	224
	19/05/2017	B4R7210	BLUTI	1					10.9	N	0110179A0C	1		N	224
	19/05/2017	B4R7211	BLUTI	1					10.0	N	0110178F6F	1		N	224
	19/05/2017	B4R7212	BLUTI	1					11.5	N	01101793E7	1		N	224
	19/05/2017	C3T0213	GRETI	1					14.8	N	0110176C14	1		N	73
	19/05/2017	C3T0216	GRETI	1					14.6	N	0110178D39	1		N	73
	19/05/2017	C3T0208	GRETI	1					16.9	N	0110177CF0	1		N	62
	26/05/2017	C3T0218	GRETI	1					13.3	N	0110177F00	1		N	52
	26/05/2017	C3T0219	GRETI	1					14.7	N	0110177618	1		N	52
	26/05/2017	C3T0220	GRETI	1					14.2	N	0110177577	1		N	52
	26/05/2017	C3T0221	GRETI	1					14.7	N	0110177CD2	1		N	52
Mill	08/11/2017	B4R7052	MARTI	4	U		19.3	69	11.6	R	011017959A	3	DRF	A	
Mill	08/11/2017	B4R7213	BLUTI	3	M		19.7	69	11.9	N	01101790D4	1	DRF	A	
Mill	08/11/2017	B4R7214	MARTI	3	U		19.1	64	11.3	N	011017995D	1	DRF	A	
Mill	08/11/2017	B4R7215	MARTI	3	U		18.7	66	11.8	N	011017918E	1	DRF	A	
Mill	08/11/2017	C3T0225	GRETI	3	F		19.7	73	17.7	N	0110176B54	1	DRF	A	
Mill	08/11/2017	B4R7216	MARTI	4	U		18.9	69	11.2	N	011017983E	1	DRF	A	
Mill	08/11/2017	C1X0745	GRETI	4	M		22.1	79	18.4	R	0110177F81	3	DRF	A	
Mill	08/11/2017	C3L9896	GRETI	4	M		23.0	78	18.4	R	01101780EB	3	DRF	A	
Mill	08/11/2017	C3T0103	NUTHA	2	M		23.0	88	21.9	R	0110177F9D	3	DRF	A	
Mill	08/11/2017	C3T0104	GRETI	4	M		22.6	80	18.1	R	0110177E46	3	SDL	A	
Mill	08/11/2017	C3T0114	GRETI	4	F		20.8	77	18.1	R	01101776EB	3	DRF	A	
Mill	08/11/2017	C3T0137	GRETI	3	M		23.4	78	19.9	R	0110177B56	3	DRF	A	
Mill	08/11/2017	C3T0223	GRETI	3	F		21.8	75	16.9	N	0110177277	1	DRF	A	
Mill	08/11/2017	C3T0224	GRETI	3	F		22.4	73	17.5	N	0110177DF7	1	DRF	A	
Mill	08/11/2017	C3T0226	GRETI	3	F		21.8	74	17.5	N	0110178B62	1	DRF	A	
Mill	08/11/2017	CX22189	GRETI	4	M		24.4	78	19.5	R	0110178269	3	DRF	A	
Mill	14/11/2017	B4R7058	MARTI	4	U		19.3	65	10.5	R	011017A354	3	SDL	A	
Mill	14/11/2017	B4R7215	MARTI	3	U		19.6	65	11.3	R	011017918E	3	SDL	A	
Mill	14/11/2017	C3T0228	GRETI	4	F		22.4	75	17.7	N	0110177CE5	1	SDL	A	
Mill	14/11/2017	C3T0229	GRETI	3	M		22.1	72	22.1	N	011017795C	1	SDL	A	
Mill	14/11/2017	C3T0022	GRETI	4	F		20.8	75	20.8	R	0110177E1C	1	SDL	A	
Mill	14/11/2017	C1X0745	GRETI	4	M		22.3	78	18.0	R	0110177F81	3	SDL	A	
Mill	14/11/2017	C3T0068	NUTHA	2	F		22.9	86	21.9	R	0110177BE2	3	SDL	A	
Mill	14/11/2017	C3T0153	GRETI	3	F		21.4	73	16.6	R	011017876C	3	SDL	A	
Mill	14/11/2017	C3T0198	GRETI	3	M		23.4	77	19.8	R	011017711E	3	SDL	A	
Mill	14/11/2017	C3T0227	GRETI	3	F		22.7	73	17.7	N	0110178C37	1	SDL	A	
Mill	23/11/2017	B4R7121	BLUTI	3	M		19.2	67	11.4	R	0110178EB6	3	SDL	A	
Mill	23/11/2017	B4R7219	BLUTI	3	M		19.5	67	11.6	N	011017925D	1	SDL	A	
Mill	23/11/2017	B4R7218	BLUTI	3	F		18.8	64	11.6	N	011017A0E3	1	SDL	A	
Mill	23/11/2017	C3T0086	GRETI	4	M		22.3	78	18.7	R	01101772E1	3	SDL	A	
Mill	23/11/2017	C3T0094	GRETI	4	M		26.0	78	18.1	R	011017761A	3	SDL	A	
Mill	23/11/2017	C3T0130	NUTHA	2	M		23.0	80	23.8	R	011017787D	3	SDL	A	
Mill	23/11/2017	C3T0204	GRETI	4	M		22.5	78	19.5	R	01101779AA	3	SDL	A	
Mill	23/11/2017	C3T0230	GRETI	3	F		23.1	74	17.2	N	01101773FF	1	SDL	A	
Mill	23/11/2017	C3T0231	NUTHA	2	F		23.0	85	22.0	N	01101775B5	1	SDL	A	
Mill	23/11/2017	C3T0232	GRETI	3	M		21.4	76	18.6	N	01101781A5	1	SDL	A	
Mill	24/11/2017	B4P6998	BLUTI	4	M		19.3	71	11.4	R	011017A432	3	SDL	A	
Mill	24/11/2017	B4R7092	BLUTI	4	F		19.0	66	11.6	R	011017947F	3	SDL	A	
Mill	24/11/2017	B4R7216	MARTI	4	M		18.8	67	11.2	R	011017983E	3	SDL	A	
Mill	24/11/2017	B4R7220	BLUTI	3	F		19.4	62	11.3	N	0110179E16	1	SDL	A	
Mill	24/11/2017	B4R7221	BLUTI	3	M		20.1	67	12.6	N	01101790BD	1	SDL	A	
Mill	24/11/2017	B4R7225	BLUTI	3	M		19.3	66	11.6	N	0110179B53	1	SDL	A	
Mill	24/11/2017	C3T0234	GRETI	3	F		21.9	74	17.0	N	011017859F	1	SDL	A	
Mill	24/11/2017	C3T0235	GRETI	3	M		22.7	73	17.9	N	0110178861	1	SDL	A	
Mill	24/11/2017	B4R7233	BLUTI	3	M		19.5	68	10.9	N	01101791BC	1	SDL	A	
Mill	24/11/2017	C3T0236	GRETI	4	F		22.5	76	17.2	N	0110178CF4	1	SDL	A	
Mill	24/11/2017	B4R7222	BLUTI	3	F		19.1	61	11.5	N	0110179201	1	SDL	A	
Mill	24/11/2017	C3H0623	NUTHA	2	F		22.1	84	21.7	R	0110176F30	1	SDL	A	
Mill	24/11/2017	B4R7224	BLUTI	3	F		19.1	66	11.2	N	0110178EC7	1	SDL	A	
Mill	24/11/2017	B4R7226	BLUTI	3	M		18.3	65	11.0	N	011017816B	1	SDL	A	
Mill	24/11/2017	C3T0242	GRETI	3	M		22.5	78	20.2	N	011017738B	1	SDL	A	
Mill	24/11/2017	B4R7227	BLUTI	3	F		19.3	65	11.3	N	01101791C6	1	SDL	A	
Mill	24/11/2017	C3T0243	GRETI	3	M		21.5	75	16.7	N	011017870D	1	SDL	A	
Mill	24/11/2017	C3L9851	GRETI	4	F		22.0	73	17.7	R	011017789A	1	SDL	A	
Mill	24/11/2017	C3L9894	GRETI	4	M		22.6	79	18.8	R	011017906A	1	SDL	A	
Mill	24/11/2017	C3T0059	GRETI	4	M		22.4	77	18.3	R	0110176CAB	3	SDL	A	
Mill	24/11/2017	C3T0133	GRETI	3	M		23.5	77	19.9	R	01101783BB	3	SDL	A	
Mill	24/11/2017	C3T0138	GRETI	3	F		21.8	72	17.7	R	0110178AA6	3	SDL	A	
Mill	24/11/2017	C3T0173	GRETI	3	F		21.2	76	16.8	R	01101784FE	1	SDL	A	
Mill	24/11/2017	C3T0179	GRETI	4	M		22.1	75	18.1	R	0110178513	3	SDL	A	
Mill	24/11/2017	C3T0233	GRETI	3	M		23.5	77	19.6	N	0110178019	1	SDL	A	
Mill	24/11/2017	C3T0237	GRETI	3	M		22.1	76	17.0	N	0110178004	1	SDL	A	
Mill	24/11/2017	C3T0238	GRETI	3	M		22.8	76	17.6	N	0110177A4B	1	SDL	A	
Mill	24/11/2017	C3T0239	GRETI	4	M		23.6	77	18.6	N	0110178A84	1	SDL	A	
Mill	24/11/2017	C3T0240	GRETI	3		M		75		N	0110178E50	1	SDL	A	
Mill	24/11/2017	C3T0241	GRETI	3	M		22.2	77	18.3	N	0110176DA2	1	SDL	A	
Mill	29/11/2017	B1V6949	MARTI	3	U		18.7	67	12.0	R	01101799F6	1	SDL	A	
Mill	29/11/2017	B4R7229	MARTI	3	U		17.5	67	11.5	N	0110178DB3	1	SDL	A	
Mill	29/11/2017	B4R7231	BLUTI	3	M		20.1	67	12.5	N	01101795C4	1	SDL	A	
Mill	29/11/2017	B4R7233	BLUTI	3	M		20.0	68	12.4	N	0110179D81	1	SDL	A	
Mill	29/11/2017	B4R7234	MARTI	3	U		19.0	66	12.0	N	0110179230	1	SDL	A	
Mill	29/11/2017	B4R7235	BLUTI	3	M		19.5	68	12.7	N	011017A2D4	1	DRF	A	
Mill	29/11/2017	B4R7236	BLUTI	3	F		18.9	65	10.9	N	01101794CF	1	DRF	A	
Mill	29/11/2017	C3T0244	NUTHA	2	M		23.1	89	22.8	N	011017708E	1	SDL	A	
Mill	29/11/2017	B4R7230	BLUTI	3	N		19.4	66	11.6	N	011017901D	1	SDL	A	
Mill	29/11/2017	C3T0245	GRETI	3	N		20.9	74	17.5	N	0110178948	1	SDL	A	
Mill	29/11/2017	C3T0246	GRETI	3	N		22.5	76	17.6	N	0110178441	1	SDL	A	
Mill	29/11/2017	C3T0247	GRETI	4	N		23.8	77	19.9	N	0110177D6C	1	SDL	A	
Mill	29/11/2017	C3T0251	GRETI	3	M		23.6	75	20.6	N	01101789D4	1	SDL	A	
Mill	29/11/2017	B4R7232	BLUTI	4	F		18.9	66	11.5	N	0110178C5C	1	SDL	A	
Mill	29/11/2017	C3T0255	GRETI	3	M		23.3	77	19.5	N	01101787F3	1	DRF	A	
Mill	29/11/2017	C3T0256	GRETI	3	M		21.5	75	17.5	N	0110178665	1	SDL	A	
Mill	29/11/2017	C3T0257	GRETI	3	M		21.9	77	18.2	N	01101785D5	1	DRF	A	
Mill	29/11/2017	C3T0258	GRETI	3	M		23.8	77	19.7	N	0110178D47	1	SDL	A	
Mill	29/11/2017	C3T0260	GRETI	3	M		23.4	76	18.8	N	0110177C41	1	DRF	A	
Mill	29/11/2017	B4P6990	BLUTI	4	M		19.5	69	12.3	R	0110179978	1	SDL	A	
Mill	29/11/2017	B4R7208	BLUTI	3			18.1	66	10.1	R	01101798E6	1	DRF	A	
Mill	29/11/2017	C1R1068	GRETI	4	F		22.6	73	19.0	R	0110178C77	1	DRF	A	
Mill	29/11/2017	C3T0063	GRETI	4	M		23.2	79	19.9	R	0110178E1B	1	DRF	A	
Mill	29/11/2017	C3T0184	GRETI	3	M		21.8	74	19.0	R	0110177F93	3	SDL	A	
Mill	29/11/2017	C3T0188	GRETI	3	M		22.8	76	18.9	R	0110177715	3	SDL	A	
Mill	29/11/2017	C3T0195	GRETI	4	M		22.8	77	19.6	R	0110178EC9	3	SDL	A	
Mill	29/11/2017	C3T0224	GRETI	3	F		22.3	73	17.2	R	0110177DF7	3	DRF	A	
Mill	29/11/2017	C3T0231	NUTHA	2	F		22.5	84	22.1	R	01101775B5	3	SDL	A	
Mill	29/11/2017	C3T0248	GRETI	3	F		22.0	73	18.1	N	0110177BBF	1	DRF	A	
Mill	29/11/2017	C3T0249	GRETI	3	F		23.2	72	17.7	N	0110177E93	1	SDL	A	
Mill	29/11/2017	C3T0250	GRETI	4	M		23.8	79	19.6	N	0110177188	1	DRF	A	
Mill	29/11/2017	C3T0252	GRETI	3	F		22.1	74	17.6	N	0110178954	1	DRF	A	
Mill	29/11/2017	C3T0253	GRETI	3	M		22.8	77		N	011017836B	1	DRF	A	
Mill	29/11/2017	C3T0254	GRETI	3	M		22.5	73	17.7	N	0110177983	1	SDL	A	
Mill	29/11/2017	C3T0259	GRETI	3	M		23.8	78	17.9	N	01101784D4	1	DRF	A	
Mill	29/11/2017	C3T0261	GRETI	3	M		22.3	79	18.9	N	0110175EC0	1	DRF	A	
Mill	29/11/2017	C3T0262	GRETI	3	M		21.2	77	18.5	N	0110176EAF	1	SDL	A	
Mill	29/11/2017	C3T0263	GRETI	3	F		21.7	72	17.2	N	01101789CE	1	SDL	A	
Mill	01/12/2017	B4R7059	BLUTI	4	F		19.4	67	11.0	R	011017A14C	3	MK	A	
Mill	01/12/2017	B4R7220	BLUTI	3	M		18.3	65	11.4	R	0110179E16	3	GAN	A	
Mill	01/12/2017	B4R7236	BLUTI	3		F	17.0	64	11.2	R	01101794CF	3	GAN	A	
Mill	01/12/2017	B4R7236	BLUTI	3	F					R	01101794CF	3	SDL	A	
Mill	01/12/2017	B4R7237	BLUTI	4	F		19.0	66	11.1	N	01101791B1	1	DRF	A	
Mill	01/12/2017	B4R7237	BLUTI	4	U		19.1	65	11.3	R	01101791B1	3	MK	A	
Mill	01/12/2017	B4R7238	BLUTI	3	F		17.0	62	10.8	N	0110179222	1	GAN	A	
Mill	01/12/2017	B4R7241	BLUTI	3	M		19.9	67	11.7	N	01101793C3	1	AJF	A	
Mill	01/12/2017	C3T0264	GRETI	3	M		23.0	77	19.9	N	0110178715	1	AJF	A	
Mill	01/12/2017	C3T0267	GRETI	3	F		21.9	75	17.4	N	01101773AF	1	JAK	A	
Mill	01/12/2017	C3T0268	GRETI	3	M		20.3	75	18.4	N	011017712C	1	GAN	A	
Mill	01/12/2017	C3T0269	GRETI	4	M		22.8	77	18.1	N	0110178F38	1	JAK	A	
Mill	01/12/2017	C3T0270	GRETI	3	F		21.0	72	17.0	N	0110176B40	1	JAK	A	
Mill	01/12/2017	B4R7239	BLUTI	3	F		16.6	65	11.3	N	01101790B1	1	GAN	A	
Mill	01/12/2017	B4R7240	BLUTI	3	F		20.2	62	11.0	N	0110178FC4	1	JAK	A	
Mill	01/12/2017	C3Z0271	GRETI	3	M		23.1	77	18.3	N	0110178E66	1	DRF	A	
Mill	01/12/2017	B4R7242	BLUTI	3	M		20.2	68	12.3	N	0110179981	1	SDL	A	
Mill	01/12/2017	B4R7243	BLUTI	3	F		18.9	64	11.8	N	011017941A	1	AJF	A	
Mill	01/12/2017	B4R7244	BLUTI	3	M		18.9	66	11.8	N	011017916D	1	AJF	A	
Mill	01/12/2017	B4R7245	BLUTI	3	F		19.0	64	10.3	N	011017983C	1	MK	A	
Mill	01/12/2017	C3T0276	GRETI	3	M		21.5	76	18.1	N	0110175D00	1	AJF	A	
Mill	01/12/2017	B4R7246	BLUTI	3	F		19.7	66	10.9	N	011017A778	1	MK	A	
Mill	01/12/2017	C3T0277	GRETI	4	F		22.5	74	18.6	N	0110177BB3	1	AJF	A	
Mill	01/12/2017	C3T0154	GRETI	3	F		21.1	70	17.1	R	011017627C	1	MK	A	
Mill	01/12/2017	C3T0279	GRETI	3	F		21.3	74	17.1	N	0110178B2F	1	AJF	A	
Mill	01/12/2017	C3T0280	GRETI	4	F		22.5	72	17.0	N	0110177E8E	1	JAK	A	
Mill	01/12/2017	C3T0281	GRETI	3	F		21.4	72	18.0	N	0110178E27	1	SDL	A	
Mill	01/12/2017	C3T0283	GRETI	3	M		23.3	79	20.1	N	0110178063	1	SDL	A	
Mill	01/12/2017	C3T0076	GRETI	4	F		22.3	73	18.4	R	0110178253	3	AJF	A	
Mill	01/12/2017	C3T0099	GRETI	4	F		22.2	77	17.1	R	01101782B8	3	JAK	A	
Mill	01/12/2017	C3T0109	GRETI	4	F		22.3	77	17.8	R	0110176938	3	MK	A	
Mill	01/12/2017	C3T0117	GRETI	4	F		19.0	71	16.7	R	0110177EB7	3	GAN	A	
Mill	01/12/2017	C3T0162	GRETI	3	F		22.2	73	19.2	R	0110176AA8	3	JAK	A	
Mill	01/12/2017	C3T0164	GRETI	3	M		22.3	76	18.3	R	0110177EE5	3	AJF	A	
Mill	01/12/2017	C3T0173	GRETI	3	M		21.4	79	17.2	R	01101784FE	3	DRF	A	
Mill	01/12/2017	C3T0208	GRETI	3	F		22.8	74	19.0	R	0110177CF0	3	JAK	A	
Mill	01/12/2017	C3T0226	GRETI	3	F		21.9	73	17.4	R	0110178B62	3	AJF	A	
Mill	01/12/2017	C3T0233	GRETI	3	M		21.1	75	19.5	R	0110178019	3	GAN	A	
Mill	01/12/2017	C3T0238	GRETI	3	M					R	0110177A4B	3	DRF	A	
Mill	01/12/2017	C3T0241	GRETI	3	M		22.3	78	18.0	R	0110176DA2	1	SDL	A	
Mill	01/12/2017	C3T0252	GRETI	3	F					R	0110178954	3	SDL	A	
Mill	01/12/2017	C3T0254	GRETI	4	M		22.6	72	17.3	R	0110177983	3	JAK	A	
Mill	01/12/2017	C3T0263	GRETI	3	F		19.8	71	16.8	R	01101789CE	1	GAN	A	
Mill	01/12/2017	C3T0265	GRETI	3	F		22.6	75	18.1	N	0110175B4D	1	DRF	A	
Mill	01/12/2017	C3T0266	GRETI	3	F		22.3	73	18.2	N	0110177D09	1	AJF	A	
Mill	01/12/2017	C3T0272	GRETI	3	F		20.0	74	16.6	N	0110176BE5	1	GAN	A	
Mill	01/12/2017	C3T0273	GRETI	3	F		22.2	75	16.2	N	0110179FDF	1	AJF	A	
Mill	01/12/2017	C3T0274	GRETI	3	M		22.4	74	20.1	N	0110176719	1	SDL	A	
Mill	01/12/2017	C3T0275	GRETI	3	F		22.8	75	17.8	N	0110178F0F	1	AJF	A	
Mill	01/12/2017	C3T0275	GRETI	3	F	 				R	0110178F0F	3	SDL	A	
Mill	01/12/2017	C3T0278	GRETI	4	M		22.2	75	18.0	N	01101789C1	1	AJF	A	
Mill	01/12/2017	C3T0282	GRETI	4	M		22.7	77	18.7	N	0110178699	1	JAK	A	
Mill	09/12/2017	B1V6949	MARTI	4	M		19.1	69	12.2	R	01101799F6	3	JAK	A	
Mill	09/12/2017	B4P6962	BLUTI	4	M		19.9	68	12.2	R	0110176F61	3	GAN	A	
Mill	09/12/2017	B4R7067	BLUTI	4	M		21.4	69	12.0	R	0110179202	3	GAN	A	
Mill	09/12/2017	B4R7088	BLUTI	4	F		18.5	64	11.5	R	0110178850	3	GAN	A	
Mill	09/12/2017	B4R7092	BLUTI	4	F		19.1	64	11.7	R	011017947F	3	GAN	A	
Mill	09/12/2017	B4R7121	BLUTI	3	M		19.0	66	11.0	R	0110178EB6	3	LMA	A	
Mill	09/12/2017	B4R7214	MARTI	3	F		19.3	63	11.2	R	011017995D	3	JAK	A	
Mill	09/12/2017	B4R7219	BLUTI	3	M		19.5	66	11.9	R	011017925D	3	LMA	A	
Mill	09/12/2017	B4R7229	MARTI	3	M		18.1	66	10.8	R	0110178DB3	3	JAK	A	
Mill	09/12/2017	B4R7234	MARTI	3	M		19.1	66	11.7	R	0110179230	3	JAK	A	
Mill	09/12/2017	B4R7236	BLUTI	3	F		17.5	63	11.2	R	01101794CF	3		A	
Mill	09/12/2017	B4R7254	BLUTI	3	F		19.0	64	10.3	N	01101792DB	1	LMA	A	
Mill	09/12/2017	C3T0284	GRETI	3	F		19.9	70	16.6	N	0110178D3C	1	GAN	A	
Mill	09/12/2017	C3T0285	GRETI	4	F		21.0	77	18.0	N	0110178940	1	GAN	A	
Mill	09/12/2017	C3T0289	GRETI	3	F		21.1	74	17.8	N	0110178FAE	1	JAK	A	
Mill	09/12/2017	B4R7248	BLUTI	3	M		17.4	64	11.4	N	011017A2DF	1	GAN	A	
Mill	09/12/2017	C2R2664	GRETI	4	M		23.0	76	17.7	R	011017732A	1	GAN	A	
Mill	09/12/2017	C3T0293	GRETI	3	M		22.7	77	19.3	N	0110178D10	1	JAK	A	
Mill	09/12/2017	C3T0294	GRETI	3	F		23.3	72	18.1	N	0110178E2F	1	GAN	A	
Mill	09/12/2017	B4R7249	BLUTI	3	F		19.9	64	10.9	N	0110179E2B	1	GAN	A	
Mill	09/12/2017	C3T0296	GRETI	3	F		21.9	71	17.2	N	0110178552	1	JAK	A	
Mill	09/12/2017	B4R7250	MARTI	4	U		18.9	64	11.8	N	0110179431	1	JAK	A	
Mill	09/12/2017	C3T0299	GRETI	3	M		22.2	75	17.9	N	011017904E	1	GAN	A	
Mill	09/12/2017	B4R7251	BLUTI	3	M		19.0	67	12.3	N	0110178DC9	1	JAK	A	
Mill	09/12/2017	C3T0301	GRETI	3	F		22.1	74	17.9	N	0110178536	1	GAN	A	
Mill	09/12/2017	C3T0302	GRETI	4	F		22.5	76	18.0	N	011017701A	1	JAK	A	
Mill	09/12/2017	C3T0303	GRETI	3	M		22.5	73	19.0	N	0110177950	1	LMA	A	
Mill	09/12/2017	C3T0304	GRETI	3	F		22.8	74	21.1	N	01101772AC	1	LMA	A	
Mill	09/12/2017	B4R7252	BLUTI	3	F		19.3	64	11.0	N	0110178F70	1	LMA	A	
Mill	09/12/2017	C3T0157	GRETI	3	M		23.0	75	18.0	R	0110178212	1	LMA	A	
Mill	09/12/2017	C3T0310	GRETI	3	M		21.9	75	18.9	N	0110177813	1	GAN	A	
Mill	09/12/2017	C3T0313	GRETI	4	M		22.8	75	19.1	N	01101786D8	1	GAN	A	
Mill	09/12/2017	B4R7255	BLUTI	3	F		19.3	64	11.9	N	0110178467	1	GAN	A	
Mill	09/12/2017	B4R7256	BLUTI	4	F		19.3	65	11.8	N	0110179C84	1	JAK	A	
Mill	09/12/2017	B4R7257	BLUTI	4	F		19.7	64	11.5	N	0110178EA7	1	GAN	A	
Mill	09/12/2017	B4R7258	BLUTI	4	M		20.0	66	12.5	N	0110177255	1	GAN	A	
Mill	09/12/2017	C1R1068	GRETI	4	F		20.2	72	18.0	R	0110178C77	3	GAN	A	
Mill	09/12/2017	C1X0745	GRETI	4	M		22.3	78	18.5	R	0110177F81	3	JAK	A	
Mill	09/12/2017	C3L9871	GRETI	4	F		22.0	75	17.5	R	0110177BBC	1	JAK	A	
Mill	09/12/2017	C3T0008	GRETI	4	F		22.5	74	19.3	R	01101787DE	6	JAK	A	
Mill	09/12/2017	C3T0054	GRETI	4	F		22.1	75	18.2	R	0110177A80	3	JAK	A	
Mill	09/12/2017	C3T0077	GRETI	4	F		21.9	75	17.7	R	0110177F58	3	GAN	A	
Mill	09/12/2017	C3T0089	GRETI	4	M		22.1	76	18.0	R	0110176E8B	3	GAN	A	
Mill	09/12/2017	C3T0091	GRETI	4	M		24.0	79	20.1	R	0110177A03	3	GAN	A	
Mill	09/12/2017	C3T0092	GRETI	4	M		20.2	79	18.8	R	0110176FC0	3	GAN	A	
Mill	09/12/2017	C3T0095	GRETI	4	F		22.5	74	17.9	R	0110178989	3	JAK	A	
Mill	09/12/2017	C3T0097	GRETI	4	M		23.8	78	20.8	R	0110177BCD	3	JAK	A	
Mill	09/12/2017	C3T0100	GRETI	4	M		20.7	75	18.9	R	01101780AF	3	GAN	A	
Mill	09/12/2017	C3T0105	GRETI	4	M		23.0	76	18.8	R	011017890D	3	GAN	A	
Mill	09/12/2017	C3T0111	GRETI	4	M		22.7	80		R	0110178C63	3	DRF	A	
Mill	09/12/2017	C3T0123	GRETI	4	F		21.9	71	17.0	R	0110176A80	3	LMA	A	
Mill	09/12/2017	C3T0133	GRETI	3	M		23.0	76	19.3	R	01101783BB	3	JAK	A	
Mill	09/12/2017	C3T0136	GRETI	4	M		23.1	74	18.9	R	0110177823	3	GAN	A	
Mill	09/12/2017	C3T0153	GRETI	3	F		18.9	71	16.6	R	011017876C	3	GAN	A	
Mill	09/12/2017	C3T0162	GRETI	3	F		22.0	72	18.3	R	0110176AA8	3	GAN	A	
Mill	09/12/2017	C3T0168	GRETI	3	M			75	18.2	R	01101770F7	3	CMC	A	
Mill	09/12/2017	C3T0198	GRETI	4	M		23.9	75	19.5	R	011017711E	3	GAN	A	
Mill	09/12/2017	C3T0203	GRETI	3	M		23.1	76	19.5	R	01101781D3	6	JAK	A	
Mill	09/12/2017	C3T0223	GRETI	3	F		22.0	73	17.3	R	0110177277	3	GAN	A	
Mill	09/12/2017	C3T0224	GRETI	3	F		22.7	70	16.9	R	0110177DF7	3	GAN	A	
Mill	09/12/2017	C3T0230	GRETI	3	F		23.0	72	17.7	R	01101773FF	3	GAN	A	
Mill	09/12/2017	C3T0237	GRETI	3	M		23.0	75	17.5	R	0110178004	3	LMA	A	
Mill	09/12/2017	C3T0240	GRETI	3	F		23.2	73	19.1	R	0110178E50	3	LMA	A	
Mill	09/12/2017	C3T0248	GRETI	3	F		20.0	71	17.2	R	0110177BBF	3	GAN	A	
Mill	09/12/2017	C3T0249	GRETI	3	F					R	0110177E93	3	GAN	A	
Mill	09/12/2017	C3T0253	GRETI							R	011017836B	3	GAN	A	
Mill	09/12/2017	C3T0254	GRETI	3	M					R	0110177983	3	JAK	A	
Mill	09/12/2017	C3T0261	GRETI	3	M					R	0110175EC0	3	LMA	A	
Mill	09/12/2017	C3T0262	GRETI							R	0110176EAF	3	LMA	A	
Mill	09/12/2017	C3T0273	GRETI	4	F				15.6	R	0110179FDF	3	DRF	A	
Mill	09/12/2017	C3T0274	GRETI	3	M					R	0110176719	3	CMC	A	
Mill	09/12/2017	C3T0286	GRETI	3	M		19.2	73	17.0	N	0110176BDC	1		A	
Mill	09/12/2017	C3T0288	GRETI	3	M		20.9	75	18.8	N	0110178EDE	1	GAN	A	
Mill	09/12/2017	C3T0290	GRETI	3	F		19.7	74	18.2	N	011017861E	1	GAN	A	
Mill	09/12/2017	C3T0291	GRETI	3	F		18.9	72	16.9	N	0110178F6A	1	GAN	A	
Mill	09/12/2017	C3T0292	GRETI	3	M		22.6	77	19.5	N	0110178619	1	JAK	A	
Mill	09/12/2017	C3T0295	GRETI	3	F		21.6	73	17.2	N	0110178427	1	JAK	A	
Mill	09/12/2017	C3T0297	GRETI	3	M		23.2	74	20.6	N	0110179409	1	GAN	A	
Mill	09/12/2017	C3T0300	GRETI	4	M		23.2	78	19.6	N	011017837F	1	GAN	A	
Mill	09/12/2017	C3T0311	GRETI	3	F		22.5	76	17.6	N	0110177D2D	1	LMA	A	
Mill	09/12/2017	CX22195	GRETI	4	F		23.8	74	19.4	R	0110178702	3	LMA	A	
Mill	09/01/2018	B1V6955	BLUTI	6	U		18.2	67	11.3	R	011017A622	3	JKH	A	
Mill	09/01/2018	B4R7141	BLUTI	5	M		19.3	67	11.4	R	011017942B	3	SDL	A	
Mill	09/01/2018	B4R7234	MARTI	5	U		19.0	67	11.7	R	0110179230	3	CW	A	
Mill	09/01/2018	C3T0314	GRETI	5	M		21.9	75	17.0	N	0110179215	1	JKH	A	
Mill	09/01/2018	B4R7259	BLUTI	5	U		18.8	66	11.1	N	01101791BE	1	JKH	A	
Mill	09/01/2018	B4R7260	BLUTI	5	U		17.4	64	9.4	N	0110179F18	1	SDL	A	
Mill	09/01/2018	B4R7261	BLUTI	5	U		19.1	66	10.9	N	011017963C	1	JKH	A	
Mill	09/01/2018	B4R7262	MARTI	5		F	18.4	62	11.2	N	01101798E0	1	JAK	A	
Mill	09/01/2018	C3T0317	GRETI	5	M		20.0	77	17.8	N	01101786F5	1	SDL	A	
Mill	09/01/2018	C3T0318	GRETI	6	M		21.8	76	17.5	N	011017A160	1	JAK	A	
Mill	09/01/2018	C3T0319	GRETI	5	F		21.0	72	16.5	N	01101789FA	1	SDL	A	
Mill	09/01/2018	B4R7263	BLUTI	5	M		19.1	67	11.2	N	011017A559	1	JAK	A	
Mill	09/01/2018	C3T0320	GRETI	5	F		21.3	73	15.7	N	0110178A71	1	SDL	A	
Mill	09/01/2018	C310321	GRETI	5	F		22.4	72	17.5	N	0110177470	1	JAK	A	
Mill	09/01/2018	B4R7264	MARTI	6		M	19.1	67	12.0	N	011017948B	1	JAK	A	
Mill	09/01/2018	B4R7265	BLUTI	5	F		18.6	63	10.8	N	0110179275	1	SDL	A	
Mill	09/01/2018	C3T0324	GRETI	5	F		21.1	75	16.2	N	0110177480	1	JKH	A	
Mill	09/01/2018	B4R7266	BLUTI	5	M		19.2	68	12.4	N	0110179A95	1	JAK	A	
Mill	09/01/2018	B4R7267	MARTI	6	M		19.0	67	11.6	N	011017A436	1	JAK	A	
